device,subject,batterystats_Joule_calculated
j7duo2,com-imdb-mobile,1911.31416
j7duo2,com-ted-android,1206.927576
j7duo2,com-crunchyroll-crunchyroid,1869.71112
j7duo2,jp-nicovideo-android,613.8774
j7duo2,com-google-android-youtube,652.2279839999999
j7duo2,com-plexapp-android,1545.6520800000003
j7duo2,nl-nos-app,667.669032
j7duo2,com-dailymotion-dailymotion,763.2410400000001
j7duo2,com-nextradiotv-bfmtvandroid,270.953784
j7duo2,com-vimeo-android-videoapp,791.624952
