Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,40.008,40.008,screen dark,5.326121011200001
0,40.008,40.008,wifi running,0.07565512800000002
0,40.008,40.008,audio,6.05241024
0.0,79.25807700000587,79.25807700000587,core 0 cpu_idle start,0.581522851595203
79.25807700000587,79.80411199999799,0.5460349999921164,core 0 cpu_idle,0.004006302477742156
79.80411199999799,79.80416400000104,5.200000305194408e-05,core 0 cpu_frequency,1.9666401154245253e-05
79.80416400000104,80.32703299999412,0.5228689999930793,core 0 cpu_idle,0.0038363316824692223
80.32703299999412,80.32705700000224,2.400000812485814e-05,core 0 cpu_frequency,9.07680307282135e-06
80.32705700000224,80.68281100000604,0.35575400000379886,core 0 cpu_idle,0.0026101955583478723
80.68281100000604,80.68298499999219,0.00017399998614564538,core 0 cpu_frequency,4.211634864658118e-05
80.68298499999219,80.9144410000008,0.23145600000862032,core 0 cpu_idle,0.0016982111885432479
80.9144410000008,80.91477499999746,0.00033399999665562063,core 0 cpu_frequency,0.00012631879873515573
80.91477499999746,81.23061299999245,0.31583799999498297,core 0 cpu_idle,0.002317328673003189
81.23061299999245,81.23089599999366,0.00028300000121816993,core 0 cpu_frequency,0.00010703060046071187
81.23089599999366,81.49183299999277,0.26093699999910314,core 0 cpu_idle,0.0019145156439534195
81.49183299999277,81.4918500000058,1.7000013031065464e-05,core 0 cpu_frequency,4.114819154143334e-06
81.4918500000058,81.69025299999339,0.19840299998759292,core 0 cpu_idle,0.0014556986831489682
81.69025299999339,81.69122599999537,0.0009730000019771978,core 0 cpu_frequency,0.00036798860074777626
81.69122599999537,81.96639800000412,0.27517200000875164,core 0 cpu_idle,0.0020189589778242113
81.96639800000412,81.96651299999212,0.00011499998799990863,core 0 cpu_frequency,4.349299546156545e-05
81.96651299999212,82.21988899999997,0.2533760000078473,core 0 cpu_idle,0.0018590399821375762
82.21988899999997,82.22062199999345,0.0007329999934881926,core 0 cpu_frequency,0.00027722059753723443
82.22062199999345,82.4930469999963,0.27242500000284053,core 0 cpu_idle,0.001998804019020841
82.4930469999963,82.49310399999376,5.699999746866524e-05,core 0 cpu_frequency,2.1557399042649195e-05
82.49310399999376,82.773675000004,0.2805710000102408,core 0 cpu_idle,0.0020585718727551376
82.773675000004,82.77396799999406,0.00029299999005161226,core 0 cpu_frequency,7.092006159201265e-05
82.77396799999406,83.01189700000396,0.23792900000989903,core 0 cpu_idle,0.0017457041073926298
83.01189700000396,83.01201099999889,0.00011399999493733048,core 0 cpu_frequency,4.311479808529839e-05
83.01201099999889,83.32207900000503,0.3100680000061402,core 0 cpu_idle,0.002274993721485051
83.32207900000503,83.32228900000337,0.0002099999983329326,core 0 cpu_frequency,7.942199936951512e-05
83.32228900000337,83.49724799999967,0.17495899999630637,core 0 cpu_idle,0.0012836881796928995
83.49724799999967,83.49743299999682,0.0001849999971454963,core 0 cpu_frequency,6.996699892042671e-05
83.49743299999682,83.8196009999956,0.32216799999878276,core 0 cpu_idle,0.0023637723894310687
83.8196009999956,83.82100300000457,0.0014020000089658424,core 0 cpu_frequency,0.00033935129817016423
83.82100300000457,84.09258500000578,0.27158200000121724,core 0 cpu_idle,0.0019926188605689306
84.09258500000578,84.0928120000026,0.00022699999681208283,core 0 cpu_frequency,8.585139879432973e-05
84.0928120000026,84.35666700000002,0.26385499999742024,core 0 cpu_idle,0.0019359252433810718
84.35666700000002,84.35720199999923,0.000534999999217689,core 0 cpu_frequency,0.0001294956798106432
84.35720199999923,84.59544200000528,0.23824000000604428,core 0 cpu_idle,0.0017479859392443473
84.59544200000528,84.5972150000016,0.0017729999963194132,core 0 cpu_frequency,0.0006705485986080021
84.5972150000016,84.90876000000571,0.31154500000411645,core 0 cpu_idle,0.0022858305886302023
84.90876000000571,84.90886199999659,0.00010199999087490141,core 0 cpu_frequency,3.857639654888772e-05
84.90886199999659,85.16387600000598,0.2550140000093961,core 0 cpu_idle,0.0018710581191889398
85.16387600000598,85.1642290000018,0.0003529999958118424,core 0 cpu_frequency,0.0001335045984160388
85.1642290000018,85.42049499999848,0.2562659999966854,core 0 cpu_idle,0.0018802441432556804
85.42049499999848,85.42054999999527,5.499999679159373e-05,core 0 cpu_frequency,2.0800998786580752e-05
85.42054999999527,85.94634199999564,0.5257920000003651,core 0 cpu_idle,0.0038577779673626784
85.94634199999564,85.9465280000004,0.00018600000475998968,core 0 cpu_frequency,7.03452018002281e-05
85.9465280000004,86.19695300000603,0.2504250000056345,core 0 cpu_idle,0.0018373882590413406
86.19695300000603,86.19887300000119,0.001919999995152466,core 0 cpu_frequency,0.0007261439981666627
86.19887300000119,86.73972599999979,0.5408529999986058,core 0 cpu_idle,0.00396828172922977
86.73972599999979,86.74587800000154,0.0061520000017480925,core 0 cpu_frequency,0.002326686400661129
86.74587800000154,87.05981399999291,0.3139359999913722,core 0 cpu_idle,0.002303373546816697
87.05981399999291,87.06000199999835,0.0001880000054370612,core 0 cpu_frequency,4.550502531602979e-05
87.06000199999835,87.29310399999667,0.23310199999832548,core 0 cpu_idle,0.0017102880221477137
87.29310399999667,87.29321899999923,0.00011500000255182385,core 0 cpu_frequency,4.3493000965099784e-05
87.29321899999923,87.52893099999346,0.23571199999423698,core 0 cpu_idle,0.0017294378009177162
87.52893099999346,87.52936899999622,0.0004380000027595088,core 0 cpu_frequency,0.00016565160104364623
87.52936899999622,87.80295199999819,0.27358300000196323,core 0 cpu_idle,0.002007300357654404
87.80295199999819,87.80630500000552,0.0033530000073369592,core 0 cpu_frequency,0.0008115869457758964
